Patent #	Patent Title	Lab	Issue Date	
6784667	Estimated remaining lamp life indicator system	NAVSEA Newport	8/31/2004	
6783614	Minimum signature propellant	NAVAIR China Lake	8/31/2004	
6784670	Dual chambered anechoic chamber	"SPAWAR Systems Center, Pacific"	8/31/2004	
6784270	Polymer containing borate and alkynyl groups	Naval Research Laboratory	8/31/2004	
6783615	Insensitive explosives for high speed loading applications	"Army Armament Research, Development & Engineering Center"	8/31/2004	
6779290	Semi permanent backup iron sight	"Army Armament Research, Development & Engineering Center"	8/24/2004	
6782298	Electronics for a shock hardened data recorder	NAVAIR China Lake	8/24/2004	
6782063	Automatic gain control	"SPAWAR Systems Center, Pacific"	8/24/2004	
6782320	"Method and system of single-antenna determination of position, time, and attitude of a moving object by satellite navigation"	Army Research Laboratory - Aberdeen	8/24/2004	
6781380	Active magnetic anomaly sensing array and processing system	NAVSEA Panama City	8/24/2004	
6780260	Non-welded shape memory alloy rings produced from roll flattened wire	NAVSEA Indian Head	8/24/2004	
6779345	System and method for estimating performance of a closed cycle thermal propulsion system	NAVSEA Newport	8/24/2004	
6779475	Launch and recovery system for unmanned underwater vehicles	NAVSEA Panama City	8/24/2004	
6782101	Encryption using fractal key	NAVSEA Newport	8/24/2004	
6779476	Low solar absorbing nonskid composition and applied configuration for a flight deck	NAVSEA Carderock	8/24/2004	
6782166	Optically transparent electrically conductive charge sheet poling electrodes to maximize performance of electro-optic devices	Materials & Manufacturing Directorate	8/24/2004	
6780307	"Ion selective electrodes for direct organic drug analysis in saliva, sweat, and surface wipes"	Naval Research Laboratory	8/24/2004	
6776079	Asymetrically contoured elastomeric disk	NAVSEA Newport	8/17/2004	
6777753	CMOS devices hardened against total dose radiation effects	Naval Research Laboratory	8/17/2004	
6776105	Collapsible and portable work station	Natick Soldier Systems Center	8/17/2004	
6776962	Integrated optical waveguide sensor	"SPAWAR Systems Center, Pacific"	8/17/2004	
6776369	Gliding vehicle guidance	NAVSEA Dahlgren	8/17/2004	
6777937	Nuclear quadrupole resonance method and apparatus	Naval Research Laboratory	8/17/2004	
6776971	Visible light pH change for activating polymers and other pH dependent reactants	"SPAWAR Systems Center, Pacific"	8/17/2004	
6778470	Mountable syntactic foam sensor housing	NAVSEA Newport	8/17/2004	
6778906	Apparatus and method for ensuring retention of situational awareness by employing an active network guidance and emergency logic (angel) system	NAVAIR China Lake	8/17/2004	
6777835	Electrical power cooling technique	Naval Research Laboratory	8/17/2004	
6776816	Methods for accelerating production of magnesium ammonium phosphate while attaining higher yields thereof and a slow-release fertilizer produced therefrom	ERDC Geotechnical and Structures Laboratory	8/17/2004	
6778138	Apparatus for and method of forming multiple simultaneous electronically scanned beams using direct digital synthesis	Office of Naval Research	8/17/2004	
6775383	Adaptive vibro-acoustic attentuator for launch vehicles	Space Vehicles Directorate	8/10/2004	
6773535	Article and method for controlled debonding of elements using shape memory alloy actuators	Army Research Laboratory - Aberdeen	8/10/2004	
6773509	Molecular beam epitaxy system and method	Army Research Laboratory - Aberdeen	8/10/2004	
6773928	Compositions and methods for enhancing bioassay performance	RDEC Edgewood Chemical Biological Center	8/10/2004	
6774354	Fiber optic pitch or roll sensor	NAVSEA Newport	8/10/2004	
6774996	Measuring density variations	"Army Aviation & Missile Research, Development & Engineering Center"	8/10/2004	
6773851	Synthesis of Li2Mn4O9 using lithium permanganate precursor	NAVSEA Carderock	8/10/2004	
6774366	Image integration and multiple laser source projection	Night Vision & Electronic Sensors Directorate	8/10/2004	
6775313	Laser having a temperature controlled solid-state dye gain element	"SPAWAR Systems Center, Pacific"	8/10/2004	
6774858	"Tapered, folded monopole antenna"	"SPAWAR Systems Center, Pacific"	8/10/2004	
6773865	Anti-charging layer for beam lithography and mask fabrication	Naval Research Laboratory	8/10/2004	
6772704	Method for quantifying design parameters for a ship roll stimulation system	NAVSEA Panama City	8/10/2004	
6772529	Contact comparator and method of operation	NAVSEA Indian Head	8/10/2004	
6772877	Lightweight composite monopack container	"Army Armament Research, Development & Engineering Center"	8/10/2004	
6771201	Hybrid photonic analog to digital converter using superconducting electronics	Naval Research Laboratory	8/3/2004	
6769873	Dynamically reconfigurable wind turbine blade assembly	NAVSEA Newport	8/3/2004	
6771798	Hyperspectral visualization extensible workbench	Naval Research Laboratory	8/3/2004	
6769800	Collapsing and telescoping baffles for stirred vessels	RDEC Edgewood Chemical Biological Center	8/3/2004	
6770583	Transistion metal containing ceramic with metal nanoparticles	Naval Research Laboratory	8/3/2004	
6769710	Lunette hitch apparatus	"Tank-Automotive Research, Development and Engineering Center"	8/3/2004	
6771564	Sonar dome and a mounting bracket for removably connecting an acoustic sensor element to a sonar dome	NAVSEA Newport	8/3/2004	
6770479	Anthrax vaccine	Army Medical Research and Materiel Command	8/3/2004	
6772182	Signal processing method for improving the signal-to-noise ratio of a noise-dominated channel and a matched-phase noise filter for implementing the same	Naval Research Laboratory	8/3/2004	
6770398	Potassium stabilized manganese dioxide for lithium rechargeable batteries	Army CERDEC - Fort Monmouth	8/3/2004	
6766744	Incendiary device	RDEC Edgewood Chemical Biological Center	7/27/2004	
6767015	Thermal target	NAVSEA Crane	7/27/2004	
6767981	Thermoset and ceramic containing silicon and boron	Naval Research Laboratory	7/27/2004	
6767749	Method for making piezoelectric resonator and surface acoustic wave device using hydrogen implant layer splitting	Naval Research Laboratory	7/27/2004	
6768815	Color sensor	NAVSEA Newport	7/27/2004	
6766992	Mounting bracket for attachment to flat or cylindrical surfaces	NAVSEA Panama City	7/27/2004	
6766797	Method for making a disposable package for an agent activatable substance and a package made thereby	Natick Soldier Systems Center	7/27/2004	
6766755	Hydraulic activated spreader arm aperture generation system	NAVSEA Newport	7/27/2004	
6766745	Low cost rapid mine clearance system	NAVSEA Newport	7/27/2004	
6766837	Acoustic fuel shutoff	NAVSEA Newport	7/27/2004	
6767261	Three-dimensional vortex wake cancelling jet propulsion method	NAVSEA Panama City	7/27/2004	
6767108	Non-lethal flash grenade	NAVSEA Indian Head	7/27/2004	
6766746	Mission responsive ordnance	NAVSEA Dahlgren	7/27/2004	
6767018	Machinable datum for a self-centering vacuum fixture	"Army Armament Research, Development & Engineering Center"	7/27/2004	
6766764	Matrix assisted pulsed laser evaporation direct write	Naval Research Laboratory	7/27/2004	
6764860	Ultrasonic force differentiation assay	Naval Research Laboratory	7/20/2004	
6765160	Omnidirectional microscale impact switch	"Army Armament Research, Development & Engineering Center"	7/20/2004	
6764861	Method of making high efficiency magnetic sensor for magnetic particles	Naval Research Laboratory	7/20/2004	
6765487	Underwater detection and deterrent system	NAVSEA Carderock	7/20/2004	
6765541	Capacitatively shunted quadrifilar helix antenna	NAVSEA Newport	7/20/2004	
6763718	Micro-electro-mechanical systems ultra-sensitive accelerometer with independent sensitivity adjustment	"SPAWAR Systems Center, Pacific"	7/20/2004	
6763835	Chemical/biological special operations mask	RDEC Edgewood Chemical Biological Center	7/20/2004	
6764561	Palladium-boron alloys and methods for making and using such alloys	Naval Research Laboratory	7/20/2004	
6764160	Printhead interposing maintenance apparatus and method and image producing machine having same	"U.S. Army Armament Research, Development and Engineering Center"	7/20/2004	
6765978	Neutron spectrometer with titanium proton absorber	Army CERDEC - Fort Monmouth	7/20/2004	
6766070	High power fiber optic modulator system and method	Naval Research Laboratory	7/20/2004	
6763340	Microelectromechanical system artificial neural network device	Information Directorate	7/13/2004	
6763271	Tracking sustained chaos	Naval Research Laboratory	7/13/2004	
6762713	Device and method for determining all components of the stokes polarization vector with a radar signal	Redstone Technical Test Center	7/13/2004	
6762710	Target designation system	NAVAIR Point Mugu	7/13/2004	
6763306	Method of using ocean acoustic sensors for coastal earthquake prediction	"SPAWAR Systems Center, Pacific"	7/13/2004	
6762280	High throughput assays for the proteotytic activities of clostridial neurotoxins	Army Medical Research and Materiel Command	7/13/2004	
6762954	Local probe of magnetic properties	Army Research Laboratory - Aberdeen	7/13/2004	
6759683	Formulation and fabrication of an improved Ni based composite Ohmic contact to n-SiC for high temperature and high power device applications	Army Research Laboratory - Aberdeen	7/6/2004	
6760134	Multicolor electronic holography and 3D image projection system	Night Vision & Electronic Sensors Directorate	7/6/2004	
6759303	Complementary vertical bipolar junction transistors fabricated of silicon-on-sapphire utilizing wide base PNP transistors	"SPAWAR Systems Center, Pacific"	7/6/2004	
6760351	Liquid immersed pumped solid state laser	Redstone Technical Test Center	7/6/2004	
6758126	Apparatus for initially slowly a backwards movement of a bolt group	"Army Armament Research, Development & Engineering Center"	7/6/2004	
6755191	Securing device for an endotracheal tube	Army Medical Research and Materiel Command	6/29/2004	
6755373	Microwave radiometric guidance system	NAVAIR China Lake	6/29/2004	
6756579	Optical fiber based apparatus and sensor with enhanced signal for pressure measurements	NAVSEA Indian Head	6/29/2004	
6756399	Use of lipoxygenase inhibitors and PPAR ligands as anti-cancer therapeutic and intervention agents	Army Medical Research and Materiel Command	6/29/2004	
6756470	Oligomeric hydroxy arylether phthalonitiles and synthesis thereof	Naval Research Laboratory	6/29/2004	
6753024	Method for making a food preservative and for preserving food	Natick Soldier Systems Center	6/22/2004	
6753454	Electrospun fibers and an apparatus therefor	Natick Soldier Systems Center	6/22/2004	
6753994	Spatially conformable tunable filter	"SPAWAR Systems Center, Pacific"	6/22/2004	
6754390	Fusing outputs from multiple detection/classification schemes	NAVSEA Panama City	6/22/2004	
6753155	Protein biomarker for mustard chemical injury	Army Medical Research and Materiel Command	6/22/2004	
6752921	Bioreactor tank internally chambered to sequentially perform biological treatment and membrane filtration	NAVSEA Carderock	6/22/2004	
6752351	Low mass flow reaction jet	NAVAIR China Lake	6/22/2004	
6753802	Null filter	NAVAIR China Lake	6/22/2004	
6754306	Portable medical digital radiography assembly	Army Medical Research and Materiel Command	6/22/2004	
6748609	Closure device for a protective suit	NAVSEA Panama City	6/15/2004	
6748842	Darts containing explosives for defeating buried mines	NAVSEA Indian Head	6/15/2004	
6749490	Portable numerically controlled water-jet driller	Naval Air Systems Command	6/15/2004	
6750031	Displacement assay on a porous membrane	Naval Research Laboratory	6/15/2004	
6751580	Tornado recognition system and associated methods	NAVAIR Training Systems Division	6/15/2004	
6751161	Fluidborne sound projector with sweep cleaning facilities	NAVSEA Carderock	6/15/2004	
6746510	Processing of nanocrystalline metallic powders and coatings using the polyol process	Naval Research Laboratory	6/8/2004	
6746005	Constant natural frequency passive-active mount	NAVSEA Carderock	6/8/2004	
